대구,중구,달성군,남구,북구,서구,달서구,수성구,동구
_,47,144,40,153,85,160,148,137
부산,영도구,중구,금정구,남구,북구,기장군,연제구,수영구,서구,동래구,강서구,부산진구,해운대구,사하구,동구,사상구
_,38,26,65,62,59,68,41,40,28,53,123,88,77,90,32,94
인천,중구,남동구,남구,연수구,옹진군,서구,부평구,계양구,강화군,동구
_,65,137,109,87,21,140,85,66,64,24
세종,세종
_,104
서울,광진구,용산구,송파구,서대문구,강동구,금천구,마포구,중구,종로구,양천구,성북구,은평구,영등포구,노원구,도봉구,중랑구,관악구,성동구,동작구,강북구,동대문구,강남구,서초구,구로구,강서구
_,74,67,97,72,96,70,103,55,59,75,73,74,145,72,63,59,97,55,70,67,98,113,98,87,111
대전,중구,대덕구,유성구,서구,동구
_,88,95,111,126,115
전북,임실군,순창군,장수군,부안군,익산시,진안군,남원시,정읍시,고창군,무주군,전주시,김제시,완주군,군산시
_,47,66,33,96,223,38,118,143,92,43,309,135,156,198
충북,진천군,음성군,청주시,괴산군,영동군,보은군,증평군,단양군,청원군,제천시,옥천군,충주시
_,77,153,367,81,77,67,27,35,103,92,60,194
울산,중구,남구,북구,울주군,동구
_,83,123,84,180,50
경남,창원시(통합),함안군,사천시,고성군,의령군,산청군,거제시,창녕군,김해시,통영시,양산시,함양군,밀양시,하동군,남해군,합천군,진주시,거창군
_,433,110,90,97,53,42,121,102,256,84,135,59,120,67,55,81,217,73
경북,고령군,상주시,문경시,울릉군,포항시,의성군,영주시,영덕군,청도군,청송군,안동시,구미시,성주군,군위군,봉화군,예천군,김천시,영천시,경산시,칠곡군,울진군,경주시,영양군
_,66,159,88,6,251,94,79,69,78,51,164,235,90,69,46,74,147,139,175,146,61,355,23
충남,서천군,부여군,예산군,금산군,서산시,논산시,청양군,계룡시,공주시,태안군,천안시,보령시,홍성군,연기군,당진시,아산시
_,88,117,127,72,164,185,74,10,137,112,316,131,115,6,207,232
전남,장성군,나주시,해남군,광양시,진도군,곡성군,구례군,영광군,완도군,함평군,신안군,고흥군,영암군,장흥군,담양군,목포시,보성군,무안군,화순군,여수시,강진군,순천시
_,66,171,132,122,55,40,37,90,57,60,59,101,144,58,84,113,97,97,78,241,61,192
제주,제주시,서귀포시
_,293,188
광주,남구,광산구,북구,서구,동구
_,74,162,164,114,40
경기,양평군,과천시,수원시,안산시,안양시,동두천시,시흥시,김포시,성남시,연천군,오산시,평택시,여주시,용인시,광주시,하남시,부천시,구리시,이천시,가평군,군포시,남양주시,포천시,화성시,양주시,의정부시,의왕시,고양시,광명시,파주시,안성시
_,107,15,276,240,152,55,203,152,231,52,56,321,112,297,153,64,169,39,168,88,52,225,169,327,123,115,38,296,66,198,169
강원,춘천시,강릉시,태백시,평창군,양구군,원주시,속초시,고성군,삼척시,화천군,양양군,횡성군,홍천군,정선군,철원군,동해시,영월군,인제군
_,160,119,34,68,28,195,45,40,60,22,45,78,88,38,52,54,52,53
